Response ID,"of"s/Token,"to"s/Token,"and"s/Token, "it"s/Token
1000025,0.021321961620469083,0.03411513859275053,0.006396588486140725,0.006396588486140725
1000168,0.014367816091954023,0.017241379310344827,0.031609195402298854,0.008620689655172414
100021,0.06837606837606838,0.017094017094017096,0.017094017094017096,0.0
1000235,0.02491103202846975,0.017793594306049824,0.042704626334519574,0.010676156583629894
1000276,0.034482758620689655,0.031609195402298854,0.008620689655172414,0.005747126436781609
1000392,0.019444444444444445,0.027777777777777776,0.011111111111111112,0.005555555555555556
1000434,0.027906976744186046,0.037209302325581395,0.024806201550387597,0.020155038759689922
1000528,0.012738853503184714,0.01910828025477707,0.009554140127388535,0.009554140127388535
1000545,0.02122641509433962,0.02830188679245283,0.014150943396226415,0.009433962264150943
1000599,0.014749262536873156,0.032448377581120944,0.017699115044247787,0.0029498525073746312
1000617,0.016853932584269662,0.042134831460674156,0.019662921348314606,0.02247191011235955
1000719,0.03508771929824561,0.017543859649122806,0.02046783625730994,0.011695906432748537
100082,0.0136986301369863,0.03561643835616438,0.030136986301369864,0.01643835616438356
100101,0.018421052631578946,0.034210526315789476,0.021052631578947368,0.002631578947368421
1001053,0.0,0.0,0.0,0.0
1001063,0.0033003300330033004,0.033003300330033,0.036303630363036306,0.0033003300330033004
1001183,0.016666666666666666,0.016666666666666666,0.01,0.006666666666666667
1001213,0.015015015015015015,0.03003003003003003,0.02702702702702703,0.006006006006006006
1001278,0.014492753623188406,0.036231884057971016,0.014492753623188406,0.01932367149758454
1001309,0.030470914127423823,0.019390581717451522,0.024930747922437674,0.008310249307479225
100132,0.015267175572519083,0.022900763358778626,0.026717557251908396,0.003816793893129771
1001384,0.013986013986013986,0.039627039627039624,0.016317016317016316,0.011655011655011656
1001502,0.01674641148325359,0.03349282296650718,0.03110047846889952,0.01674641148325359
1001566,0.01098901098901099,0.007326007326007326,0.01098901098901099,0.018315018315018316
1001574,0.027607361963190184,0.024539877300613498,0.03680981595092025,0.006134969325153374
1001604,0.022435897435897436,0.041666666666666664,0.038461538461538464,0.038461538461538464
1001632,0.01948051948051948,0.023809523809523808,0.02813852813852814,0.012987012987012988
10017,0.022988505747126436,0.02681992337164751,0.02681992337164751,0.0
100188,0.0472972972972973,0.04054054054054054,0.0,0.006756756756756757
1001901,0.022435897435897436,0.02564102564102564,0.019230769230769232,0.0
100202,0.015424164524421594,0.012853470437017995,0.007712082262210797,0.007712082262210797
1002453,0.012953367875647668,0.038860103626943004,0.018134715025906734,0.0025906735751295338
1002561,0.061752988047808766,0.021912350597609563,0.0199203187250996,0.00796812749003984
1002761,0.017699115044247787,0.008849557522123894,0.008849557522123894,0.008849557522123894
1002932,0.0110803324099723,0.05817174515235457,0.0221606648199446,0.00554016620498615
1002985,0.01762114537444934,0.039647577092511016,0.019823788546255508,0.028634361233480177
1003066,0.011461318051575931,0.03151862464183381,0.04011461318051576,0.017191977077363897
1003126,0.0316622691292876,0.010554089709762533,0.0158311345646438,0.0079155672823219
1003152,0.009615384615384616,0.038461538461538464,0.035256410256410256,0.022435897435897436
1003222,0.013927576601671309,0.022284122562674095,0.03064066852367688,0.008356545961002786
1003331,0.0215633423180593,0.0431266846361186,0.029649595687331536,0.008086253369272238
100336,0.016194331983805668,0.032388663967611336,0.020242914979757085,0.0
1003423,0.020512820512820513,0.035897435897435895,0.03076923076923077,0.0
1003496,0.022435897435897436,0.03205128205128205,0.04487179487179487,0.02564102564102564
1003553,0.042682926829268296,0.024390243902439025,0.018292682926829267,0.009146341463414634
1003689,0.023758099352051837,0.038876889848812095,0.03023758099352052,0.0064794816414686825
1003939,0.01020408163265306,0.04591836734693878,0.025510204081632654,0.012755102040816327
1004000,0.008658008658008658,0.06926406926406926,0.017316017316017316,0.017316017316017316
1004097,0.01730103806228374,0.02422145328719723,0.031141868512110725,0.02422145328719723
1004135,0.008064516129032258,0.03494623655913978,0.013440860215053764,0.021505376344086023
100416,0.01662049861495845,0.027700831024930747,0.013850415512465374,0.008310249307479225
1004306,0.023622047244094488,0.05249343832020997,0.026246719160104987,0.007874015748031496
